objectid,parentid,filename,title,format,date,subject,location,publisher,description,rights
camh-dob-030021_0001,camh-dob-030021,camh-dob-030021_0001.jpg,camh-dob-030021 — page 1 — 1867-03-14,image/jpeg,1867-03-14,"Reconstruction (U.S. history, 1865-1877); Land settlement; Military occupation; Johnson, Andrew, 1808-1875; Schofield, John McAllister, 1831-1906; Newspapers",Mississippi--Vicksburg; Louisiana--New Orleans; Missouri--Saint Louis,"Shannon, Harvey","Contains Vicksburg business directory; details about Vicksburg professional services; news covering stock information; regional, national, and international news; human-interest stories; and advertisements. Notable articles include the paper’s stated political stance; news about the Homestead Act; comments about the Judiciary Committee submitting a bill clarifying that the Brigadier General cannot delegate his powers to governors in states under military rule; and the Reconstruction Act’s mandate to register every voter in the five military districts. Researchers may find comments about the Homestead Act useful for understanding land appropriation in the South during Reconstruction; comments about the Brigadier General’s inability to delegate powers to governors useful for understanding application of the Military Act in the South; and comments about registering every voter in military districts useful for understanding the purpose of the Reconstruction Act and its application in the South.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030021_0002,camh-dob-030021,camh-dob-030021_0002.jpg,camh-dob-030021 — page 2 — 1867-03-14,image/jpeg,1867-03-14,"Reconstruction (U.S. history, 1865-1877); Discrimination; Military occupation; Sheridan, Philip Henry, 1831-1888; Johnson, Andrew, 1808-1875; Newspapers",Mississippi--Vicksburg; Virginia--Lynchburg; Louisiana--New Orleans,"Shannon, Harvey","Contains regional and national news; human-interest stories; river news; notices and rewards; advertisements. Notable articles include news about plans to build an asylum in Lynchburg, Virginia for disabled persons and African Americans, and how this would harm manufacturing interests in the area; comments about a convention in Virginia planning to challenge the Military Bill; a story about the aftermath of the New Orleans riot and questioning the Brigadier General of the Fifth Military District. Researchers may find the comments about the proposed asylum useful for understanding contemporary racist and ableist attitudes toward African Americans and the disabled community as sources of exploitable labor; the summary of the Bankrupt Bill useful for understanding evolving legal approaches to bankruptcy; and the story about the 1866 New Orleans riot useful for understanding northerners’ attitudes toward southerners.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030021_0003,camh-dob-030021,camh-dob-030021_0003.jpg,camh-dob-030021 — page 3 — 1867-03-14,image/jpeg,1867-03-14,"Reconstruction (U.S. history, 1865-1877); Advertising; Freemasonry; Kuner, Max; Hubbard, H. H.; Newspapers",Mississippi--Vicksburg; Louisiana--New Orleans; Missouri--Saint Louis,"Shannon, Harvey","Contains Masonic Directory; trustee’s sales; advertisements for land agents purchasing, selling, and leasing lands; advertisements for machinery, railroads, medicines, other businesses and services. Researchers may find advertisements useful for understanding contemporary medicine, machinery, etc.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030022,,,Issue camh-dob-030022 — 1867-03-15,compound_object,1867-03-15,"Reconstruction (U.S. history, 1865-1877); Military occupation; States' rights (American politics); Johnson, Andrew, 1808-1875; Grant, Ulysses S., 1822-1885; Newspapers",Mississippi--Vicksburg; Tennessee--Memphis,"Shannon, Harvey","Contains advertisements; regional, national, and international news; human-interest stories. Notable articles include comments about military rule and Reconstruction; and news about the appropriation of funds to relieve destitution of the South and African Americans living in Washington, D.C. Researchers may find commentary about States' rights, Reconstruction and the Military Bill useful for understanding the South’s Lost Cause mythology and States' rights narratives; and news about appropriating funds for destitution useful for understanding economic hardship in the Reconstruction era.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030022_0001,camh-dob-030022,camh-dob-030022_0001.jpg,camh-dob-030022 — page 1 — 1867-03-15,image/jpeg,1867-03-15,"Reconstruction (U.S. history, 1865-1877); Military occupation; African Americans--Social conditions; United States. Congress; Newspapers",Mississippi--Vicksburg; Washington (D.C.),"Shannon, Harvey","Contains Vicksburg business directory; details about Vicksburg professional services; news covering stock information; regional, national, and international news; human-interest stories; and advertisements. Notable articles include news about a bill for the appropriation of $1,000,000 toward relieving the destitution of the South and a joint resolution for the appropriation of $15,000 for relieving the destitution of African Americans in Washington, D.C. Researchers may find comments about appropriating funds toward relieving destitution in the South useful for understanding the difficult conditions experienced in the South during Reconstruction, and comments about appropriating funds toward relieving destitution experienced by African Americans useful for understanding the ongoing difficulty experienced by African Americans living outside of the South, many of whom recently migrated north.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030022_0002,camh-dob-030022,camh-dob-030022_0002.jpg,camh-dob-030022 — page 2 — 1867-03-15,image/jpeg,1867-03-15,"Reconstruction (U.S. history, 1865-1877); Military occupation; Racism; Johnson, Andrew, 1808-1875; Grant, Ulysses S., 1822-1885; Newspapers",Mississippi--Vicksburg; Tennessee--Memphis; South Carolina,"Shannon, Harvey","Contains regional and national news; human-interest stories; river news; notices and rewards; and advertisements. Notable articles include news about a dinner hosted by the President attended by Senators, Representatives, and Generals to discuss appointments to the five military districts in the South; comments about how the military government imposed on the South is creating revolutionary conditions; shaming South Carolina for acquiescing to military rule by participating in selection of a Brigadier in Washington; disparaging remarks about governor of Georgia also acquiescing to military rule. Researchers may find the description of African Americans who helped erect the statue of Chief Justice Marshall useful for understanding persistent racism in the South during Reconstruction; comments about a potential revolution in response to military rule useful for understanding southern perceptions of the military presence in the South during Reconstruction; and comments about South Carolina and Georgia useful for understanding divisions between southern states and disagreement over how to respond to military rule.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030022_0003,camh-dob-030022,camh-dob-030022_0003.jpg,camh-dob-030022 — page 3 — 1867-03-15,image/jpeg,1867-03-15,"Reconstruction (U.S. history, 1865-1877); Advertising; Freemasonry; Kuner, Max; Hubbard, H. H.; Newspapers",Mississippi--Vicksburg; Louisiana--New Orleans; Missouri--Saint Louis,"Shannon, Harvey","Contains Masonic Directory; trustee’s sales; advertisements for land agents purchasing, selling, and leasing lands; advertisements for machinery, railroads, medicines, other businesses and services. Researchers may find advertisements useful for understanding contemporary medicine, machinery, etc.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030023,,,Issue camh-dob-030023 — 1867-03-16,compound_object,1867-03-16,"Reconstruction (U.S. history, 1865-1877); Military occupation; Lost Cause mythology; Johnson, Andrew, 1808-1875; Wilson, Henry, 1812-1875; Newspapers",Mississippi--Vicksburg; Louisiana--New Orleans,"Shannon, Harvey","Contains advertisements; regional, national, and international news; human-interest stories. Notable articles include comments about military rule; Reconstruction; congressional debates about appropriation of funds to relieve destitution; expression of southern grievances. Researchers may find this commentary useful for understanding the South’s Lost Cause mythology and States' rights narratives.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030023_0001,camh-dob-030023,camh-dob-030023_0001.jpg,camh-dob-030023 — page 1 — 1867-03-16,image/jpeg,1867-03-16,"Reconstruction (U.S. history, 1865-1877); Military occupation; Fenian Brotherhood; Wilson, Henry, 1812-1875; Schofield, John McAllister, 1831-1906; Newspapers",Mississippi--Vicksburg; Ireland,"Shannon, Harvey","Contains Vicksburg business directory; details about Vicksburg professional services; news covering stock information; regional, national, and international news; human-interest stories; and advertisements. Notable articles include the paper’s stated political stance; news about Congress debating the Military Bill and different politicians’ arguments for or against appropriating $1,000,000 to relieve the destitution of the South, whether the money should go to rebels’ widows and children instead of to rebels, whether the money will go to the Freedmen’s Bureau, and comments about ending the comparisons between southerners and the Irish Fenians. Researchers may find the reporting about debates regarding the Military Bill useful for understanding the continuing tension between the North and the South in the aftermath of the Civil War, and comments about southerners and the Irish useful for understanding the South’s affinity with the Irish Fenians rebelling against British rule.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030023_0002,camh-dob-030023,camh-dob-030023_0002.jpg,camh-dob-030023 — page 2 — 1867-03-16,image/jpeg,1867-03-16,"Reconstruction (U.S. history, 1865-1877); Military occupation; Racism; Lincoln, Abraham, 1809-1865; Johnson, Andrew, 1808-1875; Newspapers",Mississippi--Vicksburg; South Carolina--Charleston,"Shannon, Harvey","Contains regional and national news; human-interest stories; river news; notices and rewards; and advertisements. Notable articles include comments about northerners invading the South to steal its riches, encouraging slaves to go North, and how the North devised a plan to divide the South into districts and continue to rob its riches after the war; and an excerpt from The Charleston Mercury about the Military Bill’s purpose to destroy or remove white people from the South. Researchers may find the comments about the North stealing the South’s resources useful for understanding the continuing tension between the North and the South in the aftermath of the Civil War, and the comments about the North's alleged goal to remove white people from the South useful for understanding persistent racism in the South during Reconstruction.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030023_0003,camh-dob-030023,camh-dob-030023_0003.jpg,camh-dob-030023 — page 3 — 1867-03-16,image/jpeg,1867-03-16,"Reconstruction (U.S. history, 1865-1877); Advertising; Freemasonry; Kuner, Max; Hubbard, H. H.; Newspapers",Mississippi--Vicksburg; Louisiana--New Orleans; Missouri--Saint Louis,"Shannon, Harvey","Contains Masonic Directory; trustee’s sales; advertisements for land agents purchasing, selling, and leasing lands; advertisements for machinery, railroads, medicines, other businesses and services. Researchers may find advertisements useful for understanding contemporary medicine, machinery, etc.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030029,,,Issue camh-dob-030029 — 1867-03-23,compound_object,1867-03-23,"Reconstruction (U.S. history, 1865-1877); African Americans--Suffrage; Politics and government; Flowerree, C. C. (Charles Conway), 1842-1929; Personal; viaf; http://viaf.org/viaf/311772396; Schofield, John McAllister, 1831-1906; Newspapers",Mississippi--Vicksburg; Washington (D.C.); Louisiana--New Orleans,"Shannon, Harvey","Contains advertisements; regional, national, and international news; human-interest stories. Notable articles include a dispatch from Washington D.C. reporting that African Americans were registering to vote in large numbers; an order from General J.M. Schofield establishing military command over Virginia; and a reprinted letter from Judge Robb vehemently opposing African American suffrage. Researchers may find the discussions of military governance and voter registration useful for understanding the implementation of Radical Reconstruction; and attitudes toward African American suffrage useful for understanding persistent racism in the South during the Reconstruction Era.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030029_0001,camh-dob-030029,camh-dob-030029_0001.jpg,camh-dob-030029 — page 1 — 1867-03-23,image/jpeg,1867-03-23,"Reconstruction (U.S. history, 1865-1877); African Americans--Suffrage; Military leadership; Schofield, John McAllister, 1831-1906; Personal; viaf; http://viaf.org/viaf/62720889; Newspapers",Mississippi--Vicksburg; Washington (D.C.),"Shannon, Harvey","Contains Vicksburg business directory; details about Vicksburg professional services; news covering stock information; regional, national, and international news; human-interest stories; and advertisements. Notable articles include a dispatch from Washington D.C. reporting that African Americans are registering to vote in large numbers while white citizens show little interest; and an order from General J.M. Schofield assuming command of the First Military District in Virginia. Researchers may find the discussion of voter registration useful for understanding African American political engagement during the Reconstruction Era.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030029_0002,camh-dob-030029,camh-dob-030029_0002.jpg,camh-dob-030029 — page 2 — 1867-03-23,image/jpeg,1867-03-23,"Reconstruction (U.S. history, 1865-1877); Politics and government; Battle of Gettysburg (Gettysburg, Pennsylvania : 1863); Flowerree, C. C. (Charles Conway), 1842-1929; Personal; viaf; http://viaf.org/viaf/311772396; Newspapers",Mississippi--Vicksburg; Pennsylvania--Gettysburg,"Shannon, Harvey","Contains regional and national news; human-interest stories; river news; notices and rewards; and advertisements. Notable articles include a reprinted letter from Judge Robb to the Mississippian arguing against African American suffrage, calling it an unmitigated evil; and a letter from Colonel C.C. Flowerree defending the actions of Pickett's Division at the Battle of Gettysburg. Researchers may find attitudes toward African American suffrage useful for understanding persistent racism in the South during Reconstruction; and the letter regarding Pickett's division useful for understanding how Civil War battles were remembered and debated in the immediate aftermath of the conflict.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030029_0003,camh-dob-030029,camh-dob-030029_0003.jpg,camh-dob-030029 — page 3 — 1867-03-23,image/jpeg,1867-03-23,"Reconstruction (U.S. history, 1865-1877); Advertising; Freemasonry; Kuner, Max; Hubbard, H. H.; Newspapers",Mississippi--Vicksburg; Louisiana--New Orleans; Missouri--Saint Louis,"Shannon, Harvey","Contains Masonic Directory; trustee’s sales; advertisements for land agents purchasing, selling, and leasing lands; advertisements for machinery, railroads, medicines, other businesses and services. Researchers may find advertisements useful for understanding contemporary medicine, machinery, etc.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030034,,,Issue camh-dob-030034 — 1867-03-29,compound_object,1867-03-29,"Reconstruction (U.S. history, 1865-1877); Military occupation; http://id.worldcat.org/fast/1021341; Lost Cause mythology; Sheridan, Philip Henry, 1831-1888; personal; viaf; http://viaf.org/viaf/312540; Lincoln, Abraham, 1809-1865; Newspapers",Mississippi--Vicksburg; fast; http://id.worldcat.org/fast/1204951; Louisiana--New Orleans; http://id.worldcat.org/fast/1204311; Georgia--Savannah,"Shannon, Harvey","Contains advertisements; regional, national, and international news; human-interest stories. Notable articles include the paper’s stated political stance; an editor’s note on the scarcity of the columns due to the Military Bill; a report on General Sheridan removing the Attorney General of Louisiana, the Mayor of New Orleans, and the First District Court Judge of New Orleans from their offices; reports of a meeting of African Americans who were advised to be careful with who they vote for; an opinion piece on the military occupation of the South and the belief it will not end; a report on the continuing deliberation over the adjournment of Congress; and a congressional review of the evidence surrounding the Lincoln assassination. Researchers may find the directory and publisher’s description useful for understanding Vicksburg’s commercial landscape and the newspaper’s orientation; the letter to the editor about the Military Bill useful for understanding the perpetuation of Lost Cause mythology in the South during Reconstruction; and the removal of state officials from office useful for understanding southern perceptions of the military presence in the South during the Reconstruction Era.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030034_0001,camh-dob-030034,camh-dob-030034_0001.jpg,camh-dob-030034 — page 1 — 1867-03-29,image/jpeg,1867-03-29,"Reconstruction (U.S. history, 1865-1877); Advertising; http://id.worldcat.org/fast/797511; States' rights (American politics); Lee, John; Slaughter, R. C.; Newspapers",Mississippi--Vicksburg; fast; http://id.worldcat.org/fast/1204951; Pennsylvania--Philadelphia; http://id.worldcat.org/fast/1204170; Mississippi River,"Shannon, Harvey","Contains Vicksburg business directory; details about Vicksburg professional services; a description of The Vicksburg Times; and advertisements. Notable articles include the absence of normal front page news articles, and instead a focus on subscription and advertising rate cards; the paper’s stated political stance; and prominent listings of attorneys, engineers, commission merchants, and physicians. Researchers may find the absence of front-page news items and the publisher’s stated political stance useful for understanding the newspaper’s political orientation.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030034_0002,camh-dob-030034,camh-dob-030034_0002.jpg,camh-dob-030034 — page 2 — 1867-03-29,image/jpeg,1867-03-29,"Reconstruction (U.S. history, 1865-1877); Military occupation; http://id.worldcat.org/fast/1021341; Lost Cause mythology; Sheridan, Philip Henry, 1831-1888; personal; viaf; http://viaf.org/viaf/312540; Lincoln, Abraham, 1809-1865; Newspapers",Mississippi--Vicksburg; fast; http://id.worldcat.org/fast/1204951; Louisiana--New Orleans; http://id.worldcat.org/fast/1204311; Georgia--Savannah,"Shannon, Harvey","Contains regional and national news; local news; human-interest stories; river news; notices and rewards; and advertisements. Notable articles include an editor’s note on the scarcity of the columns due to the Military Bill; a report on General Sheridan removing the Attorney General of Louisiana, the Mayor of New Orleans, and the First District Court Judge of New Orleans from their offices; reports of a meeting of African Americans who were advised to be careful with who they vote for; an opinion piece on the military occupation of the South and the belief it will not end; a report on the continuing deliberation over the adjournment of Congress; and a congressional review of the evidence surrounding the Lincoln assassination. Researchers may find the letter to the editor about the Military Bill useful for understanding the perpetuation of Lost Cause mythology, and the removal of state officials from office useful for understanding southern perceptions of the military presence in the South during the Reconstruction Era.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030034_0003,camh-dob-030034,camh-dob-030034_0003.jpg,camh-dob-030034 — page 3 — 1867-03-29,image/jpeg,1867-03-29,"Reconstruction (U.S. history, 1865-1877); Advertising; http://id.worldcat.org/fast/797511; Freemasonry; Kuner, Max; Hubbard, H. H.; Newspapers",Mississippi--Vicksburg; fast; http://id.worldcat.org/fast/1204951; Louisiana--New Orleans; http://id.worldcat.org/fast/1204930; Missouri--Saint Louis,"Shannon, Harvey","Contains Masonic Directory; trustee’s sales; advertisements for land agents purchasing, selling, and leasing lands; advertisements for machinery, railroads, medicines, other businesses and services. Researchers may find advertisements useful for understanding contemporary medicine, machinery, etc.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030035,,,Issue camh-dob-030035 — 1867-03-30,compound_object,1867-03-30,"Reconstruction (U.S. history, 1865-1877); Military occupation; http://id.worldcat.org/fast/1021341; Lost Cause mythology; Sheridan, Philip Henry, 1831-1888; personal; viaf; http://viaf.org/viaf/312540; Manlove, Thomas Bolling; Newspapers",Mississippi--Vicksburg; fast; http://id.worldcat.org/fast/1204951; Ireland; http://id.worldcat.org/fast/1205427; Louisiana--New Orleans,"Shannon, Harvey","Contains advertisements; regional, national, and international news; human-interest stories. Notable articles include the paper’s stated political stance; an opinion piece sharing the upset felt in Vicksburg that confederate army members cannot hold office; an excerpt describing the experience of the deposed Mayor of New Orleans; and an opinion piece with a colorful description of the dark political horizon due to Radical Republicans. Researchers may find the directory and publisher’s description useful for understanding Vicksburg’s commercial landscape and the newspaper’s orientation; the opinion pieces and the removal of state officials from office useful for understanding Southern perceptions of the military presence in the South during the Reconstruction Era.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030035_0001,camh-dob-030035,camh-dob-030035_0001.jpg,camh-dob-030035 — page 1 — 1867-03-30,image/jpeg,1867-03-30,"Reconstruction (U.S. history, 1865-1877); Advertising; http://id.worldcat.org/fast/797511; States' rights (American politics); Lee, John; personal; local; Slaughter, R. C.; Newspapers",Mississippi--Vicksburg; fast; http://id.worldcat.org/fast/1204951; Pennsylvania--Philadelphia; http://id.worldcat.org/fast/1204170; Louisiana--New Orleans,"Shannon, Harvey","Contains Vicksburg business directory; details about Vicksburg professional services; a description of The Vicksburg Times; and advertisements. Notable articles include the absence of normal front-page news articles, and instead a focus on subscription and advertising rate cards; the paper’s stated political stance; and prominent listings of attorneys, engineers, commission merchants, and physicians. Researchers may find the absence of front-page news items and the publisher’s stated political stance useful for understanding the newspaper’s political orientation.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030035_0002,camh-dob-030035,camh-dob-030035_0002.jpg,camh-dob-030035 — page 2 — 1867-03-30,image/jpeg,1867-03-30,"Reconstruction (U.S. history, 1865-1877); Military occupation; http://id.worldcat.org/fast/1021341; Radicalism; Sheridan, Philip Henry, 1831-1888; personal; viaf; http://viaf.org/viaf/312540; Monroe, John T., 1822-1871; Newspapers",Mississippi--Vicksburg; fast; http://id.worldcat.org/fast/1204951; Ireland; http://id.worldcat.org/fast/1205427; Louisiana--New Orleans,"Shannon, Harvey","Contains regional, national, and international news; human-interest stories; river news; notices and rewards; and advertisements. Notable articles include an opinion piece sharing the upset felt in Vicksburg that confederate army members cannot hold office; an excerpt describing the experience of the deposed Mayor of New Orleans; an opinion piece with a colorful description of the dark political horizon due to Radical Republicans; and reports on the conflicts of a war in Ireland. Researchers may find the opinion pieces and the removal of state officials from office useful for understanding Southern perceptions of the military presence in the South during the Reconstruction Era.",Please contact the Briscoe Center for further information regarding the use of this material.
camh-dob-030035_0003,camh-dob-030035,camh-dob-030035_0003.jpg,camh-dob-030035 — page 3 — 1867-03-30,image/jpeg,1867-03-30,"Reconstruction (U.S. history, 1865-1877); Advertising; http://id.worldcat.org/fast/797511; Freemasonry; Kuner, Max; Hubbard, H. H.; Newspapers",Mississippi--Vicksburg; fast; http://id.worldcat.org/fast/1204951; Louisiana--New Orleans; http://id.worldcat.org/fast/1204930; Missouri--Saint Louis,"Shannon, Harvey","Contains Masonic Directory; trustee’s sales; advertisements for land agents purchasing, selling, and leasing lands; advertisements for machinery, railroads, medicines, other businesses and services. Researchers may find advertisements useful for understanding contemporary medicine, machinery, etc.",Please contact the Briscoe Center for further information regarding the use of this material.
